rep,index,x1,x2,x3,e,Y,y_hat,e_hat
0.0,0.0,41.27072113131649,19.234514437191454,20.65098477947584,1647037.4552520886,1647495.0479626185,-34370.759259197985,1681865.8072218166
0.0,1.0,26.569659463287252,19.200748733165646,42.51743416190016,125315.93418460625,125648.34896213419,-43057.28555145135,168705.63451358554
0.0,2.0,37.237705364434625,43.55396722758239,35.2456381324448,2792869.906863666,2793326.0835226704,11236.53219293794,2782089.5513297324
0.0,3.0,18.56495298934382,38.40513114927432,35.191161761654925,23849.507379243107,24113.753202047475,635.1264292604992,23478.626772786978
0.0,4.0,22.39780080094217,35.89658518959346,39.37812776258784,-213474.87857512274,-213170.62585416113,-6415.704599899102,-206754.92125426204
0.0,5.0,14.558459701055861,40.58721183606494,26.571082968167413,-72310.77626761886,-72093.03337580407,8787.172251683154,-80880.20562748722
0.0,6.0,24.84282389228644,23.850269585443222,41.24510528779119,889758.188097563,890076.7117113591,-32684.435471246587,922761.1471826057
0.0,7.0,31.56948458765383,17.73468715834202,16.332893859805083,-267797.3773903282,-267442.61496343353,-35661.434822523915,-231781.18014090962
0.0,8.0,46.096798298944606,47.66743074029213,23.63804455847115,-1537295.087727112,-1536757.8142688237,24495.40699770815,-1561253.2212665319
0.0,9.0,45.24206599930286,43.00117021226533,11.115951916780617,4406406.477064638,4406918.014846761,19691.722549171045,4387226.29229759
0.0,10.0,49.64521483466579,13.354283002414999,49.902259543925155,-5257280.983696225,-5256716.275005332,-58734.641729193594,-5197981.633276138
0.0,11.0,32.959873622654335,12.861983375892398,27.926438470647682,336154.71770558826,336530.10486366134,-50667.320520734924,387197.4253843963
0.0,12.0,41.89901913212592,26.950363329088894,45.853335393125185,-3829800.587888691,-3829303.7939986475,-28231.309190017964,-3801072.4848086294
0.0,13.0,11.21244355082252,26.405759316068362,35.742796906812515,-15072.092644238666,-14892.81965250756,-24863.143328699276,9970.323676191716
0.0,14.0,31.93507823888913,10.033672143899949,11.942450266346775,-533918.499647138,-533572.1727423389,-50183.70017779437,-483388.47256454447
0.0,15.0,33.76410364902479,49.65798333216793,14.917285615378661,-204170.36168209364,-203763.14537665586,32402.1821503362,-236165.32752699207
0.0,16.0,34.22863798659746,19.880471251084142,30.809397325510282,-667475.4175359571,-667077.4412875145,-37003.68558611805,-630073.7557013965
0.0,17.0,44.73718207999207,49.97188409563363,26.49374954986399,985916.6478155426,986445.4852699881,28236.618379429856,958208.8668905583
0.0,18.0,45.020894564738704,30.44921804986133,26.357893674056395,-7085904.2249696,-7085392.208912229,-13006.662723256937,-7072385.546188972
0.0,19.0,12.659539984379919,42.99641812414337,12.77174595110667,-40943.79643504902,-40756.432871129975,19479.872739080405,-60236.30561021038
0.0,20.0,34.724510989831145,21.69334378247589,24.629158981397005,-1430555.9677940635,-1430157.4001814013,-30681.798186637447,-1399475.6019947638
0.0,21.0,17.311622122334715,44.09340047828397,11.399973724646584,162353.5095396616,162587.11913508788,22287.252473162884,140299.86666192499
0.0,22.0,29.63551538649986,32.790182057737475,39.27487395725519,907846.2670304849,908219.6872403648,-13048.273991727441,921267.9612320922
0.0,23.0,40.20661368849684,47.37513926269727,31.936561538797275,2211019.817518544,2211506.1953562303,20612.098002783387,2190894.0973534468
0.0,24.0,33.360216627891454,45.90713182456063,20.321697726985573,14545.696733359715,14950.527729190175,22292.927241146273,-7342.399511956099
0.0,25.0,25.27723752286761,39.2031230448246,48.78328923739774,267071.83665930806,267417.595446819,-3259.0393634734137,270676.6348102924
0.0,26.0,24.37512157827384,33.398010768186396,18.37960171693386,-336289.065527657,-335988.5366993891,-3253.6788854739407,-332734.8578139152
0.0,27.0,13.398115509821679,38.6619827583662,45.32047796740673,-9927.365647176946,-9704.402031352956,-2835.9346950798845,-6868.467336273072
0.0,28.0,29.45215525479101,25.331413693878186,44.906831101005324,752483.4651255179,752853.2249228607,-31095.456972467247,783948.681895328
0.0,29.0,31.336277929603845,48.88913586444952,41.4392013835412,-1307665.4996618403,-1307256.8085452963,20106.09116462431,-1327362.8997099206
1.0,0.0,24.584851418799836,30.93142160688299,17.29329817062616,-401741.94351081114,-401442.87027684564,-8035.527825004653,-393407.342451841
1.0,1.0,37.698573286059926,49.51776658075178,26.964716555118674,2131871.702880674,2132330.1710966704,27186.762932381516,2105143.408164289
1.0,2.0,45.169553938428926,36.58582554112158,44.66892256713084,-6957554.026241971,-6957016.075954478,-7419.30446882807,-6949596.77148565
1.0,3.0,28.267678961599483,26.206292300025122,42.25568219089891,365329.77927491924,365685.91803902615,-28157.929129939883,393843.847168966
1.0,4.0,43.51676045804758,15.363801109272881,37.623885880084195,-4775697.854942533,-4775204.699650964,-49440.6800974299,-4725764.019553534
1.0,5.0,19.884404867544035,44.31957937211408,25.884321776975167,-71400.07240504694,-71126.02445522242,16882.75183905814,-88008.77629428056
1.0,6.0,25.594863689893184,33.293121565342105,40.776186226715325,-625148.8258656194,-624813.8079209283,-12532.561116777484,-612281.2468041509
1.0,7.0,46.793457605943495,14.495412180127726,40.53335672518811,-1697410.4044318693,-1696882.4410869046,-52498.69871994044,-1644383.7423669642
1.0,8.0,32.055201633330945,43.05573665805517,35.796654654211345,-358925.3840823373,-358520.97967469174,10034.4855347957,-368555.4652094874
1.0,9.0,28.3460687554731,15.117645974165086,16.78432188794073,-104392.14295511023,-104071.78029969339,-41333.012230786175,-62738.768068907215
1.0,10.0,16.974795210796515,37.6483978675394,12.12760167141389,27587.129457237406,27811.653408884325,8366.021256119151,19445.632152765174
1.0,11.0,22.877602353484402,30.139286406258165,27.796736217529755,-224077.37663836277,-223785.66459220412,-13925.923603537882,-209859.74098866625
1.0,12.0,46.9432959414678,31.78146287004186,49.0364667005004,-466847.45627053594,-466292.2053815507,-19369.61515476295,-446922.5902267878
1.0,13.0,38.630188983578904,46.77384893653623,41.82718340575938,1375664.12839538,1376144.0313175581,15370.842107796187,1360773.189209762
1.0,14.0,11.968105097128472,16.64958341967385,21.83706853237566,-1355.5479049839632,-1192.380202060629,-39897.54408731189,38705.16388525126
1.0,15.0,13.569477394837,34.20699335416555,37.43626062420101,-31710.625522974104,-31498.287495047367,-9079.340728782863,-22418.946766264504
1.0,16.0,20.827766984620183,15.171889133044353,38.107108795614295,107017.710498636,107284.26716641086,-49716.79367672722,157001.06084313808
1.0,17.0,39.77181964399071,27.1243801220464,44.964096145112755,-4185366.6144963694,-4184891.807823662,-27473.866414595042,-4157417.9414090673
1.0,18.0,44.847653217547915,44.99607117973544,11.07129421868116,3634167.4876592406,3634677.0315568144,23934.978811041736,3610742.0527457725
1.0,19.0,35.422888135427314,41.78308489836755,14.88306055575582,1543558.7820580665,1543974.6770848748,15735.37829308441,1528239.2987917904
1.0,20.0,45.055811641261386,45.1380925655369,17.566745040855892,6383395.698255707,6383913.961209726,21610.749945830143,6362303.211263895
1.0,21.0,43.072904033225974,14.383386861072776,37.882833830232194,-2342467.520645194,-2341979.5253841705,-51612.597589859266,-2290366.927794311
1.0,22.0,41.6785636370824,22.111697840873138,46.78251502854386,-4235063.555267198,-4234572.875417958,-38837.855153298005,-4195735.02026466
1.0,23.0,32.365891909781155,15.50542016830796,29.046631735766113,-1046824.510318576,-1046451.2993475741,-45519.58289938628,-1000931.7164481878
1.0,24.0,46.350642419139305,40.325680576778986,33.41597705047777,-4299261.080638985,-4298718.832557167,5016.108858842446,-4303734.941416009
1.0,25.0,42.68564606868345,41.83611369456245,41.58503099886471,-2939363.489783374,-2938848.2121779937,4966.28979853907,-2943814.501976533
1.0,26.0,44.965465557616035,29.336875490583694,16.001985786681114,-5765480.941302711,-5764980.947785858,-11178.89780446846,-5753802.049981389
1.0,27.0,37.23690453046796,48.497451033482065,45.79417883658412,-268052.15234058676,-267580.49166541203,17435.39605722729,-285015.8877226393
1.0,28.0,18.784828220225968,35.82835604405513,36.108145488141176,-61151.81986515772,-60887.035081423266,-5188.4847353372825,-55698.55034608598
1.0,29.0,34.577521399669195,21.644530081991277,26.97025098014788,-2614530.728681795,-2614131.338686736,-31727.83943385024,-2582403.4992528856
