rep,index,Xt1,Xt2,Xt3,e,Y,y_hat,e_hat
0.0,0.0,0.19576461563043823,-3.0081375526852274,-2.301185060191475,203.91377936099735,195.19561266153238,-6.621951607746454,201.81756426927885
0.0,1.0,-0.9609949752093,-0.34856787187922517,0.3972178685090321,0.0016865372302607982,4.524421065960219,5.227576351108332,-0.7031552851481129
0.0,2.0,-0.7228462833292735,0.9693561922644756,1.2949728032897374,0.2991353139368954,10.125933180844955,9.792016467299579,0.333916713545376
0.0,3.0,0.5371406004524483,0.02155327929891326,-0.715126373684862,-2.363795529615148e-10,1.6727312136274664,2.7396667835173982,-1.0669355698899319
0.0,4.0,-0.9393195166208222,-0.1168793115095738,0.10811691877889361,3.4579146985366514e-06,3.838177591606026,4.925636896396568,-1.0874593047905425
0.0,5.0,1.6163881991989058,-0.46674444345655847,-0.7061972066345297,0.013397726840786866,1.4175263974512042,1.5852539021044119,-0.16772750465320763
0.0,6.0,-1.3396339240681416,1.3851200551093223,0.6548867449881961,-0.9650279855324609,6.934390809461772,9.123868812727482,-2.1894780032657097
0.0,7.0,0.5089417162164865,-0.2688500192781569,0.2549605542687402,-0.00060104609103166,4.717558606845792,4.627413267003922,0.0901453398418699
0.0,8.0,-0.24704760845772258,-0.20039560165632195,0.1621683586319858,9.298594767134856e-05,4.184486631155249,4.723216520370392,-0.5387298892151433
0.0,9.0,0.1228344279355613,0.6243620247885695,-0.7261970110286915,-0.05518497564651312,2.316182593007276,3.919848789901808,-1.6036661968945318
0.0,10.0,-1.6633428722657475,0.01739730624837891,0.3028871529100223,4.1007851373432015e-11,4.451152560983357,5.846755720479554,-1.395603159496197
0.0,11.0,-1.0635499732369227,-0.3989571067705413,0.7206732515291139,-0.00263469219919467,5.567933363855035,5.966374979129817,-0.3984416152747823
0.0,12.0,1.3279072755857504,-1.254679130520705,0.0374442633618005,1.5560414045448414,4.339984967100566,2.0745749169715815,2.2654100501289847
0.0,13.0,-0.8523292150711811,-0.9747289798376312,0.18477211682930372,0.8951035632504993,3.7572580280510737,3.5313966295712196,0.2258613984798541
0.0,14.0,1.4136898415572365,0.3001845016190364,0.007792069999201359,0.0002899631623378496,5.044094104210912,4.8080911996003985,0.23600290461051365
0.0,15.0,-0.3101729356223408,0.9644638143246449,-3.3523245325575464,-0.7175208009039032,-7.463262570873039,-1.8665014221162775,-5.5967611487567615
0.0,16.0,-0.5102788729653477,-0.9935546308241057,-0.3458394006678346,-0.48616025632002446,0.5743744058534734,2.0883644910659327,-1.5139900852124593
0.0,17.0,-0.6849642872349274,-0.4993564348259597,-0.8084617281055946,-0.01839811523551512,0.04811929645143357,1.8857243101832177,-1.837605013731784
0.0,18.0,-1.1696697954166513,-0.4234369596715075,0.6431004705996376,0.0010884924286813748,5.213226828913455,5.757502016977601,-0.5442751880641463
0.0,19.0,-0.7906883451171625,0.2851912518331165,-0.09711987480664937,-0.0007778311826138829,3.7611021592162577,5.108193425773187,-1.3470912665569297
1.0,0.0,-0.0659289688068788,-0.3882158379868925,0.07502142250928652,0.0005918663845071553,3.6619736429148486,4.116667999889125,-0.4546943569742763
1.0,1.0,1.118268967588577,-0.14769800052985088,-1.1031233282963762,-6.074331870928515e-06,0.2545105300418292,1.3132044163485057,-1.0586938863066764
1.0,2.0,-0.33553942401782444,-1.488968720846309,-1.1951391588586917,6.6563806966879335,3.98621087392005,-0.9688146322768467,4.955025506196897
1.0,3.0,0.6900632131352121,2.369241401715983,0.833103317552277,-73.60964078729485,-62.7805814562786,10.816292879734474,-73.59687433601307
1.0,4.0,0.16689869214706315,-1.0740266652488661,1.6912396949429742,-2.000654740113967,6.543527640666266,6.819503211194403,-0.2759755705281375
1.0,5.0,1.7234453171528008,0.394985167401353,-1.7081244096124653,0.0039444506119808605,-0.8634475460297443,0.6372913846797736,-1.500738930709518
1.0,6.0,-0.7560295640226303,-0.08312322186607823,-0.41072506781008616,-2.620710558593246e-08,2.094293071268415,3.649874331786065,-1.5555812605176498
1.0,7.0,0.23484637877872244,0.20572979955207413,1.0853923786324413,-8.720100727855543e-06,8.30993709381566,7.626319015419003,0.6836180783966581
1.0,8.0,1.3829051738851363,1.423110182739184,-1.4084065883722914,-11.49640960507232,-9.878845979549737,3.3436315869697983,-13.222477566519537
1.0,9.0,0.520226118490483,1.0410105412704589,-0.23748495954381857,0.6586941257668375,5.573354530710972,5.785717997467822,-0.21236346675684992
1.0,10.0,0.14725319265063472,-0.19226665467568319,0.7527299933774311,-3.7234467032278e-05,6.480292036738448,6.099259056714287,0.38103298002416164
1.0,11.0,0.12042108810141991,0.7503111573932731,0.5860692429575205,-0.13114460527206806,7.1523398407054835,7.40818008138069,-0.25584024067520694
1.0,12.0,1.3375281353691613,0.628816086448984,0.10999896486893138,0.04002542603034788,5.914257083379642,5.680335312146843,0.233921771232799
1.0,13.0,-0.1238558168907218,1.226942277994495,0.4800132938916386,-2.734196008342532,4.784722939902821,8.07750413599875,-3.2927811960959286
1.0,14.0,0.8120562463193598,0.6102949438120568,-0.42718975223620176,0.01259161078938661,3.7149734169848894,4.45288900745947,-0.7379155904745809
1.0,15.0,-0.05216788064637031,-1.4671557465617815,-1.2513788896574385,-16.304976214473538,-19.031540989341536,-1.1443332789851672,-17.887207710356368
1.0,16.0,0.0860886449870005,-1.1852253109710427,0.09801587610786226,-0.02355418518486189,2.5859004603416786,2.682577870285079,-0.09667740994340024
1.0,17.0,0.954600098211723,0.7180767301961957,-0.8887716484779495,0.011385760583296755,2.2707629606416613,3.4649087876413516,-1.1941458269996903
1.0,18.0,0.09490786426504216,-0.98057861479058,-0.7867103849668967,-0.15434617264408707,-0.41940833500476876,0.8558697526961685,-1.2752780877009373
1.0,19.0,0.2352509367782255,-0.8182790946629939,-0.05854259599797238,0.202674903043959,2.8586032901680585,2.9219341727521617,-0.06333088258410324
2.0,0.0,-0.23525708744715906,0.14722952326163344,0.14297342778570507,-1.6997399679480237e-05,4.641428792542445,5.3051256064343795,-0.6636968138919341
2.0,1.0,-0.7158541731904842,-2.147580252689644,1.6869487662988882,169.54840631275505,176.1137098231204,5.090288371247198,171.0234214518732
2.0,2.0,0.8757409982044504,-0.4857871304381221,0.7427402132815236,-0.0037749010715520982,6.29170557036653,5.34593073893047,0.9457748314360606
2.0,3.0,-0.12305502192643897,-2.0676492021747843,-0.9243398931935428,76.31446118111977,73.83614175359025,-1.406331973486303,75.24247372707656
2.0,4.0,0.1854611309335808,0.5743171941141132,-0.055840789685224476,-0.002608428322052544,4.732024972355742,5.476599647076099,-0.744574674720357
2.0,5.0,0.42190568243111015,2.136278623023432,-0.34297256167822593,65.56059938523205,71.69907837069803,7.5435146879115065,64.15556368278652
2.0,6.0,0.36993974228843934,-1.1462129518159485,-0.06220792317125598,-0.33074174552114627,1.873966200253785,2.280036577364661,-0.406070377110876
2.0,7.0,0.5673066070059316,0.14615067319468153,0.5818921209754798,1.2693640972566917e-05,6.540972981747095,6.178987812196711,0.3619851695503842
2.0,8.0,-0.3159159249474614,0.4770688940555544,0.3162405606782457,0.0007913567244534048,5.728494346270485,6.357214788859328,-0.6287204425888433
2.0,9.0,-1.3279055681869205,0.6953324784169811,-0.13576084978379466,0.07294264390103307,4.096040075030076,5.902020058349296,-1.8059799833192205
2.0,10.0,1.6011319441037124,-1.0190351665036104,1.4391006346238613,0.6205958664624639,8.913258178994434,5.911013499100939,3.0022446798934954
2.0,11.0,2.2367460122202627,1.2560933869749755,1.1558302074005293,-3.1608790044022426,7.778948227590232,9.17910270812904,-1.4001544805388084
2.0,12.0,-3.1722477953644304,-0.6281935974560935,0.09613124756681572,-0.03292355454994767,2.101959422360676,4.560736786839574,-2.458777364478898
2.0,13.0,-0.43529925406451847,-0.1648688117013256,0.2584484083762065,9.69358829859421e-06,4.509001044564846,5.077154732797465,-0.568153688232619
2.0,14.0,0.7074880405857911,1.0502421932722805,0.047975100952171376,-1.3952837640143403,4.635785105556215,6.4613956905244,-1.8256105849681852
2.0,15.0,0.0735140082092822,-0.5686039993568811,0.007041131816270365,-0.011433104019062109,3.190414574767902,3.5823534179253174,-0.39193884315741556
2.0,16.0,-0.4319070218179984,-1.1292077659353523,-0.6231493831348762,-1.899029060267002,-2.0089412971827842,1.1319800138412464,-3.1409213110240306
2.0,17.0,1.4605058251732772,0.8862494077270976,0.9882253027545024,-0.35482092223701583,9.11636660933915,8.296790527852732,0.819576081486419
2.0,18.0,-0.250682348568121,0.4212515457254565,-0.8551728091314248,0.0012677929388891704,1.454250059226696,3.329524539682428,-1.8752744804557318
2.0,19.0,-0.25372635804857036,0.8693008284459703,0.5424594128917493,-0.27326952225848183,6.882045063601343,7.616251151771598,-0.7342060881702555
3.0,0.0,-0.2976283210692499,-1.5262873514169033,-0.22197796190086203,13.493191880990695,14.285588862594537,1.3695761794814993,12.916012683113038
3.0,1.0,-0.5439409658206146,-1.1968691830623803,0.017750687738830446,0.22713196896816243,2.2781542839061357,2.630106122229183,-0.3519518383230471
3.0,2.0,0.1861028505962579,-0.30469570519674105,0.9095339107846848,0.00022999397874346825,6.891949655247,6.273619665950317,0.6183299892966829
3.0,3.0,-0.15033444273854102,1.3998436204755473,-0.735525344114299,-3.306815801905242,0.0849246129011858,5.381000077075643,-5.296075464174457
3.0,4.0,-1.7484720458838372,-0.19658500156441017,-0.7636528477393911,-2.7461962479471292e-05,0.2565559654755619,2.831696491640546,-2.5751405261649842
3.0,5.0,-1.4731331917350432,1.1711398206240908,-1.7952708403306676,-0.7873324835784954,-2.08285105452678,2.686096748755128,-4.768947803281908
3.0,6.0,-0.9869193796692218,-1.2154554499478993,0.6728475181473307,-3.5819379014446624,0.6223622370961901,4.34106691098107,-3.7187046738848797
3.0,7.0,0.38245055643330317,0.5287673001052535,0.6919897757575525,0.002315499039179121,7.4396098644975694,7.1980720802805855,0.2415377842169839
3.0,8.0,1.1219678362658951,-0.3670956951408581,1.0447144524668324,-0.0007461199218259374,7.658369500753842,6.246117471091265,1.4122520296625778
3.0,9.0,0.6390669102991978,0.6209210177542036,0.9638261754281182,0.03359135725175632,8.690373879543968,7.972352123072049,0.7180217564719182
3.0,10.0,-1.0779751917669402,0.3451025538721705,-1.491772041401413,0.001434878036411339,-1.2824807169071955,1.8308400772672577,-3.113320794174453
